instrument_token_x,exchange_token_x,tradingsymbol_x,name,last_price_x,expiry_x,strike_x,tick_size_x,lot_size_x,instrument_type_x,segment_x,exchange_x,instrument_token_y,exchange_token_y,tradingsymbol_y,last_price_y,expiry_y,strike_y,tick_size_y,lot_size_y,instrument_type_y,segment_y,exchange_y
3725313,14552,PHOENIXLTD,THE PHOENIX MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE,128793604,503100,PHOENIXLTD,0.0,,0.0,0.05,1,EQ,BSE,BSE
3618305,14134,PITTIENG,PITTI ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE,131460868,513519,PITTIENG,0.0,,0.0,0.05,1,EQ,BSE,BSE
2730497,10666,PNB,PUNJAB NATIONAL BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,136310020,532461,PNB,0.0,,0.0,0.05,1,EQ,BSE,BSE
2987777,11671,PRESSMN,PRESSMAN ADVERTISING,0.0,,0.0,0.05,1,EQ,NSE,NSE,130323716,509077,PRESSMN,0.0,,0.0,0.05,1,EQ,BSE,BSE
908033,3547,PROINDIA,PROSEED INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,151054596,590057,PROSEED,0.0,,0.0,0.01,1,EQ,BSE,BSE
701185,2739,PRSMJOHNSN,PRISM JOHNSON,0.0,,0.0,0.05,1,EQ,NSE,NSE,128086532,500338,PRSMJOHNSN,0.0,,0.0,0.05,1,EQ,BSE,BSE
5376257,21001,PSB,PUNJAB & SIND BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,136523524,533295,PSB,0.0,,0.0,0.05,1,EQ,BSE,BSE
3926273,15337,RAIN,RAIN INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,128086788,500339,RAIN,0.0,,0.0,0.05,1,EQ,BSE,BSE
523009,2043,RAMCOCEM,THE RAMCO CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,128066564,500260,RAMCOCEM,0.0,,0.0,0.05,1,EQ,BSE,BSE
2009857,7851,RAMCOSYS,RAMCO SYSTEMS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136286724,532370,RAMCOSYS,0.0,,0.0,0.05,1,EQ,BSE,BSE
726273,2837,RANASUG,RANA SUGARS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,129917444,507490,RANASUG,0.0,,0.0,0.01,1,EQ,BSE,BSE
3930881,15355,RECLTD,REC,0.0,,0.0,0.05,1,EQ,NSE,NSE,136436484,532955,RECLTD,0.0,,0.0,0.05,1,EQ,BSE,BSE
3649281,14255,REDINGTON,REDINGTON (INDIA).,0.0,,0.0,0.05,1,EQ,NSE,NSE,136398084,532805,REDINGTON,0.0,,0.0,0.05,1,EQ,BSE,BSE
3873025,15129,RGL,RENAISSANCE GLOBAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,136428292,532923,RGL,0.0,,0.0,0.05,1,EQ,BSE,BSE
4968961,19410,ROSSARI,ROSSARI BIOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE,139062532,543213,ROSSARI,0.0,,0.0,0.05,1,EQ,BSE,BSE
3906305,15259,RPOWER,RELIANCE POWER.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136432388,532939,RPOWER,0.0,,0.0,0.01,1,EQ,BSE,BSE
2078465,8119,RPSGVENT,RPSG VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE,138837252,542333,RPSGVENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
4441857,17351,SALONA,SALONA COTSPIN.,0.0,,0.0,0.05,1,EQ,NSE,NSE,151054340,590056,SALONACOT,0.0,,0.0,0.05,1,EQ,BSE,BSE
369153,1442,SANOFI,SANOFI INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,128172548,500674,SANOFI,0.0,,0.0,0.05,1,EQ,BSE,BSE
2827521,11045,SATIA,SATIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,138035460,539201,SATIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
779521,3045,SBIN,STATE BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,128028676,500112,SBIN,0.0,,0.0,0.05,1,EQ,BSE,BSE
3659777,14296,SEQUENT,SEQUENT SCIENTIFIC.,0.0,,0.0,0.05,1,EQ,NSE,NSE,131207428,512529,SEQUENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
3918849,15308,SHRIRAMEPC,SHRIRAM EPC.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136433924,532945,SHRIRAMEPC,0.0,,0.0,0.01,1,EQ,BSE,BSE
1157633,4522,SIGIND,SIGNET INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,131105540,512131,SIGNETIND,0.0,,0.0,0.05,1,EQ,BSE,BSE
5504257,21501,SIS,SIS,0.0,,0.0,0.05,1,EQ,NSE,NSE,138412292,540673,SIS,0.0,,0.0,0.05,1,EQ,BSE,BSE
4834049,18883,SJVN,SJVN,0.0,,0.0,0.05,1,EQ,NSE,NSE,136500740,533206,SJVN,0.0,,0.0,0.05,1,EQ,BSE,BSE
2413569,9428,SKIPPER,SKIPPER,0.0,,0.0,0.05,1,EQ,NSE,NSE,137871876,538562,SKIPPER,0.0,,0.0,0.05,1,EQ,BSE,BSE
867073,3387,SMLISUZU,SML ISUZU,0.0,,0.0,0.05,1,EQ,NSE,NSE,129329156,505192,SMLISUZU,0.0,,0.0,0.05,1,EQ,BSE,BSE
3668225,14329,SMSPHARMA,SMS PHARMACEUTICALS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136400644,532815,SMSPHARMA,0.0,,0.0,0.05,1,EQ,BSE,BSE
3539457,13826,SOBHA,SOBHA,0.0,,0.0,0.05,1,EQ,NSE,NSE,136392708,532784,SOBHA,0.0,,0.0,0.05,1,EQ,BSE,BSE
3028225,11829,SSWL,STEEL STRIPS WHEELS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,131395076,513262,SSWL,0.0,,0.0,0.05,1,EQ,BSE,BSE
5499905,21484,STEL,STEL HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE,136528900,533316,STEL,0.0,,0.0,0.05,1,EQ,BSE,BSE
539393,2107,STOVEKRAFT,STOVE KRAFT,0.0,,0.0,0.05,1,EQ,NSE,NSE,139074564,543260,STOVEKRAFT,0.0,,0.0,0.05,1,EQ,BSE,BSE
4593921,17945,SUVENPHAR,SUVEN PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,139024388,543064,SUVENPHAR,0.0,,0.0,0.05,1,EQ,BSE,BSE
6192641,24190,SYMPHONY,SYMPHONY,0.0,,0.0,0.05,1,EQ,NSE,NSE,132450564,517385,SYMPHONY,0.0,,0.0,0.05,1,EQ,BSE,BSE
3577857,13976,TANLA,TANLA PLATFORMS,0.0,,0.0,0.05,1,EQ,NSE,NSE,136394244,532790,TANLA,0.0,,0.0,0.05,1,EQ,BSE,BSE
404737,1581,TARC,TARC,0.0,,0.0,0.05,1,EQ,NSE,NSE,139071748,543249,TARC,0.0,,0.0,0.05,1,EQ,BSE,BSE
114433,447,TATASTLBSL,TATA STEEL BSL,0.0,,0.0,0.05,1,EQ,NSE,NSE,128014084,500055,TATASTLBSL,0.0,,0.0,0.05,1,EQ,BSE,BSE
4638209,18118,THANGAMAYL,THANGAMAYIL JEWELLERY,0.0,,0.0,0.05,1,EQ,NSE,NSE,136488452,533158,THANGAMAYL,0.0,,0.0,0.05,1,EQ,BSE,BSE
3708161,14485,THEMISMED,THEMIS MEDICARE.,0.0,,0.0,0.05,1,EQ,NSE,NSE,135730948,530199,THEMISMED,0.0,,0.0,0.05,1,EQ,BSE,BSE
3764993,14707,TIMETECHNO,TIME TECHNOPLAST.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136411140,532856,TIMETECHNO,0.0,,0.0,0.05,1,EQ,BSE,BSE
3634689,14198,TIMKEN,TIMKEN INDIA.,0.0,,0.0,0.05,1,EQ,NSE,NSE,133660932,522113,TIMKEN,0.0,,0.0,0.05,1,EQ,BSE,BSE
897537,3506,TITAN,TITAN COMPANY,0.0,,0.0,0.05,1,EQ,NSE,NSE,128029188,500114,TITAN,0.0,,0.0,0.05,1,EQ,BSE,BSE
3945985,15414,TWL,TITAGARH WAGONS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136439300,532966,TWL,0.0,,0.0,0.05,1,EQ,BSE,BSE
2873089,11223,UCOBANK,UCO BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,136321284,532505,UCOBANK,0.0,,0.0,0.01,1,EQ,BSE,BSE
6537217,25536,UJAAS,UJAAS ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE,136612868,533644,UJAAS,0.0,,0.0,0.01,1,EQ,BSE,BSE
2752769,10753,UNIONBANK,UNION BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,136314116,532477,UNIONBANK,0.0,,0.0,0.05,1,EQ,BSE,BSE
2889473,11287,UPL,UPL,0.0,,0.0,0.05,1,EQ,NSE,NSE,131089924,512070,UPL,0.0,,0.0,0.05,1,EQ,BSE,BSE
2263041,8840,USHAMART,USHA MARTIN.,0.0,,0.0,0.05,1,EQ,NSE,NSE,132389380,517146,USHAMART,0.0,,0.0,0.05,1,EQ,BSE,BSE
3424257,13376,UTTAMSUGAR,UTTAM SUGAR MILLS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,136378628,532729,UTTAMSUGAR,0.0,,0.0,0.05,1,EQ,BSE,BSE
2909185,11364,VAIBHAVGBL,VAIBHAV GLOBAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,136231940,532156,VAIBHAVGBL,0.0,,0.0,0.05,1,EQ,BSE,BSE
3415553,13342,VAKRANGEE,VAKRANGEE,0.0,,0.0,0.05,1,EQ,NSE,NSE,130926340,511431,VAKRANGEE,0.0,,0.0,0.05,1,EQ,BSE,BSE
933377,3646,VARDMNPOLY,VARDHMAN POLYTEX.,0.0,,0.0,0.05,1,EQ,NSE,NSE,131628804,514175,VARDMNPOLY,0.0,,0.0,0.05,1,EQ,BSE,BSE
4636161,18110,VASCONEQ,VASCON ENGINEERS,0.0,,0.0,0.05,1,EQ,NSE,NSE,136487940,533156,VASCONEQ,0.0,,0.0,0.05,1,EQ,BSE,BSE
784129,3063,VEDL,VEDANTA,0.0,,0.0,0.05,1,EQ,NSE,NSE,128075524,500295,VEDL,0.0,,0.0,0.05,1,EQ,BSE,BSE
2542337,9931,VIKASLIFE,VIKAS LIFECARE,0.0,,0.0,0.05,1,EQ,NSE,NSE,138919684,542655,VIKASLIFE,0.0,,0.0,0.01,1,EQ,BSE,BSE
3013889,11773,VISHAL,VISHAL FABRICS,0.0,,0.0,0.05,1,EQ,NSE,NSE,137881092,538598,VISHAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
3026177,11821,WELCORP,WELSPUN CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE,136228868,532144,WELCORP,0.0,,0.0,0.05,1,EQ,BSE,BSE
3584769,14003,ZEEMEDIA,ZEE MEDIA CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE,136395268,532794,ZEEMEDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
